order_id,payment_sequential,payment_type,payment_installments,payment_value,payment_diff
dDPRidNLHcCY,1,credit_card,1,137.62,23.019999999999982
ijdENmms8zgM,1,wallet,1,96.53,152.0
pbXj1Fv1FTh0,1,credit_card,3,260.11,-97.12
aUX4KO0h0DKh,1,credit_card,3,221.08,207.79999999999998
zpFCINxS13i1,1,credit_card,1,58.94,2110.17
gFmXXmm9qTek,1,credit_card,1,665.87,72.88999999999999
JaNV5YWS0QSV,2,voucher,1,836.67,-660.02
oiituC0wiyMq,1,credit_card,4,153.69,587.0799999999999
8A3T9uhpcJro,1,wallet,1,168.25,-48.519999999999996
nB05oYBtl830,1,credit_card,3,274.88,288.28999999999996
eNhZE1InWY5F,1,credit_card,1,721.74,-301.64000000000004
NuFZduL2wMoG,1,credit_card,1,1524.24,-674.5100000000001
FmsHaDD6JZDH,1,credit_card,8,162.57,52.53000000000003
ILaRSWI9SnyR,2,voucher,1,1843.85,-1779.7099999999998
RneOsrTOudgF,1,credit_card,2,504.65,-362.71
lvgpRS1WlFNL,1,credit_card,2,113.21,430.9800000000001
S6NzFnt9laj1,1,credit_card,1,86.59,625.37
wK6jUxFuLgzp,2,debit_card,1,126.72,-36.28
fuyog6QD96wO,1,credit_card,5,144.98,652.24
WJT5LlHD4DCf,1,credit_card,4,17.39,53.55
ACxHwHaef0ft,1,credit_card,3,126.72,-36.28
2QIXyHaca6yF,1,credit_card,1,103.76,446.19999999999993
pSHb2miuERRJ,1,wallet,1,343.54,103.20999999999998
ZVNGxOfhxy5H,1,credit_card,1,267.51,744.21
D6sxq1ABnyFZ,1,wallet,1,97.69,322.67
qlQ9qg04eDT9,1,credit_card,5,478.18,1676.7599999999995
pFo75hJWrlOH,1,credit_card,3,678.08,-622.2800000000001
kSkWz9tZ9DLJ,1,credit_card,1,32.41,43.53
LD0aX7bBDTKr,1,wallet,1,69.83,114.73
jr2yoDVg5mzo,1,credit_card,1,101.61,48.92
e7iDe6Op40iA,1,credit_card,2,56.46,229.23
eq9fe3Edk6zl,1,credit_card,8,87.37,201.32
gpp90yJD2omT,1,credit_card,8,31.94,765.0699999999999
MNgsSV3pctft,1,credit_card,6,394.85,-271.86
gW9gCxvYYYTR,1,credit_card,5,36.36,788.02
hUzxwabJERWw,1,credit_card,7,106.97,120.46000000000001
QzuSyZbF3Ihc,1,credit_card,5,281.96,54.379999999999995
4tMncIWNsQMf,1,wallet,1,94.1,183.91
vLpd7QpjVVks,1,credit_card,2,88.1,19.510000000000005
xXVrPE0C7i8t,1,credit_card,1,548.45,-337.1700000000001
4DRAWW7FpEHb,1,credit_card,2,173.03,283.34000000000003
MDrhlhwhbBqk,1,credit_card,2,199.06,-15.75
xcI7Yp8bUxGk,1,credit_card,3,75.44,112.73000000000002
cZqnsNWMxSdY,1,credit_card,3,63.92,493.8
STyWfsbVuKSK,1,credit_card,3,169.75,371.70000000000005
yz22ammqV7ak,1,wallet,1,109.0,1.7999999999999972
e0DsakisjkZ4,1,wallet,1,308.51,-272.01
cdC7pchvHjKM,1,credit_card,2,244.85,-79.49000000000001
MhFUTa2gTLGG,1,credit_card,8,55.27,91.53999999999999
trLr2UZSq90J,1,credit_card,5,107.58,4.260000000000005
VCPOBoeJRqDZ,1,credit_card,1,277.48,-101.21000000000001
sFEWAXVdaoaN,1,credit_card,1,689.87,-209.95
eJpq916K9u9Y,1,wallet,1,313.99,-249.54000000000002
py2IrE2faqgJ,1,wallet,1,293.42,-170.40000000000003
lg39fNsXBTjA,1,debit_card,1,127.81,-50.06999999999999
aqz6C3bKzaFj,1,credit_card,1,431.15,-356.28
wCQEHRVKdA1L,1,wallet,1,266.11,-212.63
6yVxkLf1L7kv,1,credit_card,5,481.94,-436.12
AO55PUli2gcb,1,credit_card,6,68.91,236.30000000000004
OFmYvNo6QJCl,1,credit_card,6,29.9,11.43
7X8XJdE3CSB6,1,wallet,1,305.0,-228.75
WcSiEworwzUH,4,voucher,1,25.46,720.66
jzGr94x20l0q,1,credit_card,6,402.32,135.78000000000003
2br8mo94Lmcx,1,credit_card,3,0.16,216.35999999999999
QaTWK3dgGD5q,1,wallet,1,40.71,122.19
ja6s5FQKXoN0,2,credit_card,8,99.79,73.79999999999997
V44W2jZookDo,1,credit_card,10,133.9,-41.69000000000001
sP0f1DtLKRyP,1,wallet,1,200.23,336.53999999999996
LoOZIyFh8VCd,1,credit_card,1,158.17,76.08000000000001
mDIWj7gqwIjQ,1,wallet,1,222.06,485.99999999999994
N697fLWmXnXs,1,credit_card,1,42.48,54.79000000000001
EW4REsJO0Ejy,1,credit_card,6,378.18,-202.86
oP0H4tsw7aFb,1,credit_card,1,323.38,-237.76999999999998
3jv8CsJLMfVV,1,credit_card,5,187.18,-62.28
k9BuAGQXpIX9,1,credit_card,1,235.57,-35.46999999999997
g8HAq4LiznnO,1,credit_card,8,282.21,-121.87
HXlFouIbkeTA,1,credit_card,1,98.69,45.25999999999999
MmucrQgB9a62,1,wallet,1,114.7,1942.1200000000001
mJ9OjEmVcJnP,1,credit_card,1,73.51,476.15999999999997
gFuVYscc7x2Q,1,wallet,1,274.88,-151.18
4pF7IhmLRHcv,1,credit_card,4,60.99,183.17000000000002
GOfjA7fcsAgN,1,credit_card,2,349.43,-267.75
puWmmJSLQ4p3,1,credit_card,10,535.9,-433.05999999999995
1iwAP04rAZcT,1,wallet,1,110.19,25.060000000000002
EV302o0Ja7DA,1,wallet,1,381.88,149.01
q5r1KOX0WJ6U,1,wallet,1,334.45,-213.42
pjA4w8BokkKb,1,credit_card,1,241.95,-116.13999999999999
WehQZjL1KSAH,1,credit_card,2,534.1,-480.45000000000005
pMtpSBLApheh,1,credit_card,2,314.34,-97.59999999999997
capCxMEAl4KX,1,voucher,1,320.79,-274.24
pDUbzDVl7tJM,1,wallet,1,96.25,534.75
p5q2ZeZPkVAY,1,credit_card,4,1161.18,-1117.97
3XoaWwPv8gHS,1,credit_card,5,3.13,96.28
q34fqs5khn5d,1,wallet,1,294.3,-79.75
jVTxbuaJYvBq,1,credit_card,1,212.01,217.85000000000002
WTSgnWF0b90i,1,wallet,1,208.01,22.27000000000001
Kw2UXR6jLeVR,1,credit_card,1,0.86,69.03
ZkvOTKxd5p7U,1,credit_card,1,92.89,444.53
JMz23v1kDdu5,2,voucher,1,145.48,-32.39999999999999
VRyyMDs3G4BB,1,debit_card,1,333.76,501.90999999999997
GzoFsecVV8tg,1,credit_card,1,113.66,3.1000000000000085
dYMwqM49X1fC,1,credit_card,10,26.98,432.49
6vqoUPbE77Vf,1,credit_card,8,1354.06,-616.4
5wITIRG7Qgo8,1,credit_card,4,78.12,660.64
1CNaaCdf76jQ,1,credit_card,2,72.38,95.16999999999999
hD7khDCRR6Y4,1,credit_card,1,243.01,900.9000000000001
ojYLDPR4ZHdi,1,credit_card,4,1936.27,-1197.51
9w33GnTBqDJS,1,credit_card,2,80.44,1838.52
BVVH4aMXkeRf,1,wallet,1,37.25,658.76
7iNiQnOjzXxk,1,credit_card,5,5.28,250.44
MNlMKNQEIMUg,1,credit_card,1,318.19,-138.03
KGq0chSi63mW,1,wallet,1,249.9,-190.22
6X8Ikdp39sf1,1,credit_card,4,159.63,411.37
4hQgZcAJ6iN9,1,wallet,1,437.48,-378.09000000000003
sbn6jwu42n4U,1,credit_card,10,199.28,980.99
K0RcrgzhLVUx,1,credit_card,2,58.12,16.770000000000003
TnISPdhJOd4C,1,credit_card,1,89.46,107.86
EaYPLvaWLrvU,1,credit_card,2,280.46,-241.01999999999998
2JRXEQW6WXTI,1,wallet,1,511.37,2.2899999999999636
3fFgYCVlgvcl,1,credit_card,4,193.99,598.1899999999999
bAoEi3loyBV0,1,debit_card,1,70.2,30.129999999999995
GUcIKckoBnez,1,credit_card,7,212.47,547.01
3SmEEpwED4MY,1,credit_card,1,90.5,-26.069999999999993
dY4KfbdXVoDO,1,voucher,1,344.74,-142.43
e849LFiSmztb,1,credit_card,4,202.83,-39.34
879EIEcHsmtM,1,credit_card,2,11.88,59.289999999999985
5hVVFBcL3Hs9,1,voucher,1,181.55,-146.77
rlUWEHtG7qc5,1,credit_card,1,902.03,-786.13
mosnfvCNpZrQ,1,voucher,1,1759.04,-1639.25
Og822quMtYGh,1,credit_card,1,538.36,-468.47
xsyn0PZQBHGe,1,wallet,1,46.09,144.12
HJI9s7MjJwzK,1,credit_card,4,313.93,-162.25
CkKia9W6jbzs,2,voucher,1,1843.85,-1030.86
fmTg69em1FbX,1,wallet,1,547.98,-246.54000000000002
8EYvyWqxl9I9,1,credit_card,6,75.98,45.95
Sagvxj6KDwR4,1,credit_card,10,40.39,60.760000000000005
n8U0kz0gWrlf,1,credit_card,2,268.76,-220.03
aABHuulsntgP,1,wallet,1,351.69,-74.43
UyQ3WkiP7NZ0,1,credit_card,2,260.57,-75.88
HVhSy245alxq,1,wallet,1,218.28,-132.17000000000002
OdM0MyRmKBVf,1,credit_card,1,171.74,-36.76000000000002
wHCrvZaHpcnA,1,wallet,1,132.57,-23.639999999999986
cA9DuCXsXoPz,1,wallet,1,202.65,687.69
o7Q6pkipDHDF,1,debit_card,1,2.58,169.17999999999998
PD0hch91W0ri,1,credit_card,10,204.34,-36.84
c2bec2hF7sbf,1,credit_card,10,208.08,-162.42000000000002
EuT7vv7yT12J,1,credit_card,3,191.07,9.110000000000014
IAuTTeOo71rB,1,credit_card,10,1759.04,-1567.76
M6mrjpNJSQNs,1,credit_card,4,89.67,171.25
TTaspBhx6wrz,2,debit_card,1,284.81,558.76
tPRlGO3BI3GJ,1,credit_card,6,625.18,-237.54999999999995
mVz43FCIrMtS,1,wallet,1,77.11,810.3
PbIGKhF0BcYJ,1,credit_card,1,183.85,-94.57
YLwLP0SrhN6B,1,credit_card,1,293.66,166.85999999999996
tNJ6Y3oJoOGI,1,wallet,1,961.49,30.379999999999995
qtlFP3qbPPSG,1,wallet,1,66.19,7.189999999999998
kOeCtYObCo8M,1,credit_card,8,7.15,51.68000000000001
4z0MLkDfcJ9E,1,wallet,1,239.39,512.85
uCxai4VILuq9,1,credit_card,1,131.78,-65.13
BkTyTRGPcB7t,1,credit_card,10,7.24,30.68
yiDF0iVlJUt8,2,voucher,1,36.15,16.61
hHywBesBVzQg,1,credit_card,5,360.54,-260.19000000000005
ASqx64QczJ9d,1,wallet,1,1084.71,-998.6800000000001
UTA6kfuqiKbJ,1,credit_card,3,68.91,236.30000000000004
DiTDc0kOmxTa,1,credit_card,2,423.13,44.49000000000001
R4reApt4YQaC,1,wallet,1,433.07,-99.77999999999997
jowonJYtHkfZ,1,credit_card,8,218.54,-57.48999999999998
ADOgbGhXcZef,1,wallet,1,102.73,-11.070000000000007
I5SO6Rov4bnE,1,credit_card,1,119.97,82.1
TIGD88M5D6Xg,1,credit_card,1,79.86,-25.42
ci4GHlohfedG,1,credit_card,1,132.17,1477.34
ioDAqjf5fvvA,1,credit_card,3,110.76,-16.780000000000015
kKzR5ebKJZap,1,credit_card,1,114.57,740.6800000000001
OuA2GGmABHxQ,1,credit_card,1,68.99,60.519999999999996
liJ6QsSJPxhb,1,credit_card,2,236.55,-133.42000000000002
Z9SA9xBaOTrg,1,credit_card,5,109.5,-96.16
A9ZOuheQpxuk,1,wallet,1,158.74,95.33999999999997
WRaO0YUQvBDf,1,wallet,1,237.91,-166.82
ANHffr5SajW0,1,credit_card,1,130.22,271.43999999999994
2uh1XEb2YgO7,1,credit_card,4,131.26,-29.620000000000005
Ka18gon2TJIW,1,credit_card,1,185.91,1719.2899999999997
fqxvHx8GY1W0,1,credit_card,1,159.57,72.25
7YJtPfNiHLnA,1,credit_card,1,202.45,276.86
o1Gl5qmaF6Jz,1,wallet,1,95.01,-7.760000000000005
JG0cGSX95q3o,1,credit_card,10,16.53,163.75
hiFQzTu3YmiX,1,credit_card,1,314.39,21.700000000000045
jaSydipN93da,1,credit_card,10,229.47,-128.07
uwHBGnU6FweB,1,credit_card,1,165.24,-92.37
WjIlUpsKrvx7,1,credit_card,2,455.86,-183.23000000000002
r6xDDg1l0TDM,1,credit_card,7,2.8,514.33
AkJVZRz6Ur15,1,credit_card,3,162.75,-32.400000000000006
RQzzRd9XyVBC,1,credit_card,1,150.59,745.79
zCOqu04fASlA,1,credit_card,1,646.6,-150.70000000000005
uqUDJmSmFMWg,1,wallet,1,133.08,43.50999999999999
aP2mM5Cmg3ye,1,wallet,1,58.63,118.91000000000003
TI052F31OoXE,1,credit_card,8,57.5,21.790000000000006
h4AFFJTtSsdQ,1,credit_card,1,83.93,-23.820000000000007
KF2grSZo1PIR,1,credit_card,4,190.59,12.960000000000008
37ZzTidgzbSl,1,debit_card,1,358.12,-211.46
7tKYdLrYUT9n,1,credit_card,1,66.41,-14.769999999999996
iIL23ytJZhqb,1,credit_card,7,621.29,-428.97999999999996
BidJa7EZ7iSD,1,wallet,1,96.12,112.97
iIXc1rFrUNXd,1,wallet,1,1125.9,-1071.38
JaMVZadGQv7H,1,wallet,1,548.08,-441.32000000000005
ueL3LxDYGp6S,1,credit_card,4,75.94,113.97
asldN7Pgct8i,1,wallet,1,829.74,-651.41
p7E1DH13jWzw,1,credit_card,4,34.23,654.91
HlgY127YMRKD,1,credit_card,1,1322.69,-590.5100000000001
KR6cCWbL5FLv,1,credit_card,1,67.12,180.95
PPmu9iDlhgTI,1,credit_card,2,266.17,-153.36
KAHntEg7DBM2,1,credit_card,1,17.33,863.5799999999999
bSYI4xbeUFhT,1,credit_card,1,235.22,615.24
kQGAyBdjwawE,1,wallet,1,46.84,21.919999999999987
NYl1ydhyZLho,1,wallet,1,256.02,-155.86999999999998
B8ChraxaXcJX,1,credit_card,1,1644.57,-1348.01
3mYRDH2b0ugD,1,credit_card,4,276.65,-234.38
BP6hE9rFaoB8,1,credit_card,2,87.52,363.04
us4a2XvkFmYo,1,credit_card,1,58.88,-19.28
1Wc23Fm2SSaE,1,credit_card,6,112.09,320.86
oNuoanA0DBXl,1,credit_card,4,319.8,-171.27
9Ahw2y9eeagO,1,wallet,1,94.3,-16.22
joZUhUgLPAEU,1,credit_card,1,279.38,-89.63
wFRGQAq8hd86,1,credit_card,10,45.55,86.41000000000001
BuCOibkMNdw5,1,wallet,1,64.68,371.03
BMwukeivhEzW,1,wallet,1,333.65,209.85000000000002
qnRg4GIrTusJ,1,credit_card,1,152.25,334.78
SVDqfn1KkRMv,1,credit_card,1,39.2,640.8
wsuoiJqqmRE2,1,credit_card,2,313.99,258.26
eJ94Ra8l1cGc,1,credit_card,1,62.77,64.68
G9z5OKll92pV,1,credit_card,5,303.27,-123.17999999999998
AuAt0eAX4HTD,1,wallet,1,147.57,7.0
sEufZQoNhj5I,1,credit_card,3,206.5,79.21000000000004
WIhKODHNYlmi,2,voucher,1,0.37,93.74000000000001
u8kgbj5MGOdx,1,credit_card,3,1803.24,-1728.63
AgQkrgNjO5tW,1,credit_card,1,113.92,74.51
ZS6BRTGSUdEL,2,voucher,1,145.48,83.85999999999999
gNPXdJQoHRjg,3,voucher,1,612.59,-511.83000000000004
Ygfo8c0vPPTT,1,wallet,1,243.5,45.15999999999997
TcWJmJ9u9OcO,1,credit_card,5,75.34,452.3599999999999
OvaXgGsALdmQ,1,credit_card,6,28.45,90.3
zWILTsZjYRzz,1,wallet,1,118.17,734.22
990SUv5rIBzO,1,credit_card,1,69.84,243.37999999999997
MCHQ8XgaH0EX,1,credit_card,1,678.49,-408.03
xTclcJo99hNW,1,wallet,1,415.43,-361.86
WdkFZwhwKatw,1,wallet,1,23.01,139.82
hNz6cPkMQaup,1,credit_card,3,227.88,124.62
ZP8PeJwyygUw,1,credit_card,10,118.39,1178.5099999999998
ECOxp7ngBkHH,1,credit_card,5,335.32,-224.91
d3pXvJaJ1Xgm,1,wallet,1,157.83,572.55
qiSPPl5BZrg3,1,credit_card,6,376.85,-150.55000000000004
vQcXvRuGOWKM,1,wallet,1,303.87,-169.68
BUypjHUcRaoV,2,voucher,1,270.09,-136.75999999999996
kLx65mnf3FnT,1,credit_card,10,104.75,50.579999999999984
oQADuaao2hYZ,1,credit_card,3,246.87,-56.44
mjigQo66KSsi,1,credit_card,1,159.42,198.71
glY4JmKA14ca,1,credit_card,6,532.49,459.38
W2pWuBOZxAUp,1,credit_card,6,190.86,327.28
ip1DVvdfYt8W,1,credit_card,1,151.46,-86.73000000000002
QPOshEbiKqN4,1,credit_card,3,245.57,-194.37
zjx2ISHnCppO,1,credit_card,1,90.89,0.6600000000000108
NVrVYUN4E9JJ,1,credit_card,2,198.04,68.75000000000003
I6GGkiKHVaeh,1,credit_card,3,376.61,-30.710000000000036
Rv7aa2GL9oBO,1,credit_card,4,134.14,-57.87999999999998
nRIplUT9AG98,1,credit_card,6,229.14,-141.06
JaLFbzEoUna4,1,credit_card,1,53.22,22.010000000000005
pqGVq6621n9b,1,credit_card,3,816.89,-712.4
ez8W1e3AR3GG,1,credit_card,1,122.92,150.06
dysXOybW4jnU,1,credit_card,3,179.31,-115.23
dK4jQtlEu3an,1,credit_card,5,215.5,12.849999999999994
yIaN3WFEbCXO,1,credit_card,4,338.56,-133.74
WokNQ5OtOuL3,1,credit_card,1,474.96,-370.98
eLUqzWJ7UGy1,1,credit_card,10,6.83,91.99
uoN5yXwABRev,1,debit_card,1,26.62,145.17000000000002
0usuctwTzDQX,1,credit_card,1,78.38,207.09000000000003
i4GAi7DPnarC,1,credit_card,3,37.07,13.329999999999998
6NjAGg4CHdR8,1,credit_card,1,129.32,189.60000000000002
1L0HEK72UuJu,1,credit_card,5,100.48,-52.620000000000005
odtFfsDPMMX5,1,credit_card,1,135.2,316.25
u5vO7MXic10f,1,wallet,1,232.47,48.150000000000006
rlP6PvUVyXHO,1,wallet,1,1143.22,-786.77
aQQRjUSd2YV8,1,credit_card,1,274.88,-151.18
VQTIR6WPFaZl,1,credit_card,3,218.19,637.3299999999999
MWfxY0YYiCxi,1,credit_card,2,657.56,-583.1899999999999
VIqRgFZPEqhK,1,credit_card,1,209.51,640.17
PNRNv3tphBAm,1,credit_card,6,47.27,1087.0400000000002
z2PzkYAGAvim,1,wallet,1,152.42,-87.98999999999998
N6MzXX5JcnLu,1,credit_card,1,283.86,-142.72
sEErL0ljJRgv,1,credit_card,1,148.07,-65.55999999999999
tljmbIv1fNgl,1,credit_card,10,209.99,203.51
DzQuN6kLeCl4,1,credit_card,1,152.88,272.39
QvAHpRzoWNMV,1,credit_card,1,902.03,-786.13
vR8ada21Pw57,1,credit_card,2,305.79,57.96999999999997
c8IuecEn4Hiq,1,credit_card,1,208.77,258.67999999999995
xxAIGRMb7Kvb,1,credit_card,10,73.01,5.409999999999997
0CbJmXgSIyka,1,credit_card,4,85.71,589.11
596xr473UxY0,1,credit_card,3,235.18,203.04999999999995
NEWLlNwypiSt,1,credit_card,3,135.72,-62.06999999999999
vVpujCUR2ocA,1,credit_card,1,126.72,-36.28
ElYsCTLgrdI3,1,credit_card,1,252.88,-53.25
XQeQdukjVcS0,1,voucher,1,83.87,765.52
5kOUppTquuny,1,credit_card,6,7.09,295.57
orIZFuTmcBfG,1,credit_card,2,73.26,550.12
zHq83PZ7Emps,1,wallet,1,208.77,-4.969999999999999
zq0KNiG4owXW,1,credit_card,3,94.76,23.929999999999993
yHjFp5kr3QaY,1,debit_card,1,649.82,-542.11
tg26IOJrwmxN,1,credit_card,1,372.0,461.54999999999995
jE6JAut0iVt5,1,wallet,1,42.97,1116.81
IQBhapQWyEYv,1,credit_card,3,42.3,271.65000000000003
2e1L2ZSFhWUe,1,credit_card,1,196.16,162.54
uPKZ1sRoP7rb,1,credit_card,2,160.87,9.430000000000007
zJdyheG5rUH8,1,credit_card,2,293.26,480.75
GA7ATBpWVQDV,1,credit_card,2,110.97,260.26
mIhjCsLxF13R,1,wallet,1,685.45,-566.7800000000001
goxB4SvEANxG,1,credit_card,4,310.3,-234.83
Pnj8wsTClOhJ,1,wallet,1,130.82,47.47
pDKf0Cx13pfp,1,credit_card,4,174.86,20.94999999999999
LxPFlEzmjKWz,1,credit_card,1,23.28,393.04999999999995
Jmsjmowz7hNt,1,credit_card,3,280.35,-163.47000000000003
FlzjIhEDoSzP,1,wallet,1,454.8,-106.38
XNOdhMwd9Liu,1,credit_card,3,303.72,-255.61
5E7REdamDkDZ,1,credit_card,2,1600.51,-1476.21
Nh7slBV7HSsN,1,credit_card,5,109.01,-50.080000000000005
ahw3wZNK56eJ,1,wallet,1,1221.39,-693.96
MDviKMxaH0xi,1,credit_card,1,192.69,-121.91999999999999
QB8Kkse0wLyy,1,wallet,1,139.68,678.1499999999999
UIgQUnYVdp1U,1,credit_card,1,387.24,-216.97
8m7U9KaUD8u8,2,voucher,1,84.85,133.4
O8xxHeTZlFCD,1,credit_card,1,33.49,59.160000000000004
gVNwTvToWigj,1,wallet,1,77.84,618.05
7EOoIwdizvvg,1,credit_card,3,780.05,37.62000000000012
Z9h5aEVM7Zba,1,credit_card,6,48.61,849.31
4FXEViYKHlaQ,1,credit_card,10,211.44,527.3199999999999
IW01IpYeDezU,1,wallet,1,363.51,-176.64
OnwZSTxcxXvV,1,credit_card,5,45.49,-18.4
YSqBgrRvIQSg,1,wallet,1,134.75,477.67999999999995
w9Qcc94n1FoI,1,credit_card,1,221.84,-82.4
7Dywr37HykqJ,1,credit_card,6,116.96,164.32999999999998
vxkUBtExKO6u,2,voucher,1,372.56,-169.94
jqj4GPAu8SSM,1,wallet,1,125.31,-60.870000000000005
tmHrDtgr4BlX,1,wallet,1,177.54,-92.03999999999999
xMM0YOIpvnFj,1,wallet,1,10.88,360.96000000000004
bLPXlb9l2HTA,1,credit_card,2,34.84,84.32
uOAvkQuaAKKC,1,credit_card,3,24.79,2095.87
xYESiehLyJCn,1,credit_card,1,195.32,-46.870000000000005
FGzGDvEITxKf,1,voucher,1,169.18,58.629999999999995
V243Cm5lgISD,1,debit_card,1,939.9,-347.76
tue1FuVBYLnR,2,voucher,1,188.85,307.04999999999995
oSv6nV5PnXs2,1,credit_card,2,276.85,-43.81
MZhTLOIVAFzu,1,credit_card,1,518.84,225.45999999999992
quciooUlfdDv,2,voucher,1,9.1,49.86000000000001
1UhbntGZXuyB,1,credit_card,3,144.9,-124.11000000000001
Y0EZePHB0V3n,1,credit_card,4,558.57,182.19999999999993
cefKHRHby7Xm,1,credit_card,1,35.13,513.06
LVYVSPfdXHTC,1,wallet,1,539.0,203.7800000000001
4R6pi5LUL6q8,1,credit_card,10,185.93,-21.629999999999995
EMT0obLXPiOg,2,voucher,1,394.67,-231.44
nOLwv1TDnD7z,1,credit_card,2,185.89,47.31000000000003
xOqaVKEJtDdD,1,credit_card,4,27.39,504.11
QWt3sn1nEhzN,3,voucher,1,127.47,19.150000000000006
xOykmVjeu2W6,1,credit_card,1,300.21,-256.51
5hEg6n0eALBW,1,credit_card,4,165.96,-13.360000000000014
BkmC4Ob0Jx8Z,1,credit_card,5,77.39,700.2
WEQI858nCClq,1,credit_card,1,212.01,217.85000000000002
JlCUmV5EssTJ,1,credit_card,9,378.83,-292.25
FgCngDa6b3UA,1,credit_card,10,88.45,37.66
Z47IvoLUX266,1,voucher,1,182.42,-111.30999999999999
U6LRZyFLJIQs,1,wallet,1,92.25,508.1
ID3qfLXR8EM4,1,credit_card,2,67.5,477.72
VdkXl0oyBVOf,1,credit_card,4,274.24,-199.69
U9nvbwmIIIAx,1,credit_card,1,196.41,-119.09
LTbJjd2iZ1VD,1,credit_card,2,160.0,224.45999999999998
8Ce6fQ5q9L5P,1,credit_card,8,80.89,2072.0899999999997
JKKNWruGtHmy,1,credit_card,2,192.96,846.7
31Csnsej7LN2,1,credit_card,1,227.74,659.67
cVj4SU8D2y2T,1,credit_card,6,44.06,30.129999999999995
8NegRSoEVeT3,1,credit_card,1,135.92,289.33000000000004
wmfuV67axFmm,1,credit_card,2,200.15,-63.56999999999999
XEhYjKeuAvUF,1,credit_card,5,323.87,-280.72
URYjUSGWoJvZ,1,credit_card,1,233.69,-71.44999999999999
jR67XCuCmWn1,1,credit_card,10,1124.87,-895.9299999999998
3WCkODxwCkhh,1,debit_card,1,177.82,-67.82
uZAjQwgRL6Hh,1,credit_card,1,55.4,309.47
onToFYypnPBz,1,credit_card,3,79.21,131.51
EVmXQA1GNFZs,1,wallet,1,489.92,-326.06
S3uS7mprJCVX,1,credit_card,1,42.76,205.25
JCWLLRXmbwR8,1,credit_card,1,975.92,-892.25
Fe9DXK0cDzAV,1,credit_card,1,210.73,19.72
aroikLCp9f0r,1,credit_card,1,149.71,-72.37
GEiXuS89sMsd,1,credit_card,1,35.79,25.750000000000007
LN83OmbEzHqw,1,credit_card,4,52.92,88.14
rznpiBXjrFLB,1,wallet,1,1002.71,-901.45
jShsbeEa9Hdb,1,credit_card,3,228.56,126.02999999999997
u4sbp3uvBjPw,1,voucher,1,38.18,140.2
hVl48mEkN4pd,1,credit_card,2,525.85,-446.72
b8jYkYIXfN7Z,1,credit_card,6,105.18,873.3299999999999
HX6lGr3OeFss,1,credit_card,1,594.38,-423.90999999999997
6UADpU8jZzbJ,1,credit_card,2,41.71,118.69999999999999
7fPtyLaMI6FW,1,credit_card,3,191.07,-15.120000000000005
XPApeJACC9Pp,1,credit_card,1,116.99,811.74
2Ckkw4b3nfrv,1,credit_card,1,221.84,-127.14000000000001
cMnxh2Ox8KcG,1,voucher,1,573.56,-434.28999999999996
JEN0gof6SJ0M,1,credit_card,8,372.42,-211.95000000000002
P6vRcV5HHION,1,credit_card,1,166.99,-97.85000000000001
Uhd497bDlbwo,1,credit_card,5,471.03,-378.41999999999996
lbd5Vy2GXLZ0,1,credit_card,4,205.71,119.21000000000001
0m5IgNeOW89z,1,credit_card,1,370.05,-270.28000000000003
dSlKz8VT4vJ8,1,credit_card,1,219.59,-112.75999999999999
Y4IZaex24EhQ,2,voucher,1,151.52,55.06
8PF9SiT05Kja,1,credit_card,5,67.71,113.37000000000002
Q5oqqtAytWT5,1,credit_card,2,238.12,-155.28
VQTZOFaCyCqS,1,wallet,1,86.16,41.709999999999994
1o1d9pqaeQoP,1,credit_card,10,166.17,135.25000000000003
shFwX9H2fJf5,1,wallet,1,204.67,575.95
xEGJg2FkRT8P,1,wallet,1,248.35,-140.92
eZERzClQ0WCt,1,credit_card,5,46.9,2086.72
wSxA2VcEOcEq,1,credit_card,1,476.85,-423.11
DTiwMTs3hdS5,1,credit_card,1,220.27,107.6
nUuZtXhLk0yu,1,credit_card,1,244.75,620.17
nBudhMK5jTu4,1,credit_card,5,192.03,-129.57999999999998
v4mTgkCI7Yx8,1,credit_card,1,880.8,-773.0799999999999
XhoeRDzMTxj5,1,wallet,1,166.52,-9.570000000000022
wQACeoppdmT1,2,voucher,1,145.48,381.95000000000005
vBA4HV77nW6R,1,credit_card,10,53.48,17.800000000000004
YilcWvDN1N41,1,credit_card,3,97.55,581.2700000000001
Ogg2MPCsOq4w,1,credit_card,4,278.43,-232.29000000000002
yi3nR0MzreTT,1,credit_card,1,142.5,-17.599999999999994
bdZuX3RKB9vK,1,credit_card,4,1327.54,-525.7099999999999
TiRF8DWm2Jwe,1,wallet,1,10.0,158.82
YicaAlidgT5p,1,credit_card,5,147.23,20.710000000000008
R7VdgI9RtA4g,1,credit_card,8,70.41,207.17999999999998
KjhXHkFfSPrM,1,credit_card,6,11.99,48.449999999999996
Bk6IppnBZ2AZ,1,credit_card,4,2.11,151.83999999999997
UMYCfHYLQvY6,1,credit_card,2,32.39,10.18
QeR2erZ3DV1G,1,wallet,1,123.87,-45.760000000000005
df18Xk6LdRAR,1,credit_card,1,265.31,-132.81
V9W3bVjUFDi3,1,credit_card,4,220.2,-32.19
QoALObFZyhZi,6,voucher,1,167.34,-18.0
RvJY0OoeSYmt,1,credit_card,3,85.95,39.28
Q7ZwbQWIje7i,1,credit_card,1,275.19,-163.91
