order_id,product_id,seller_id,price,shipping_charges,shipping_price_ratio
nr4nd98nUvEo,N3PuLM2kIWD5,Lh7bXhcxjOcs,109.82,38.66,0.3520305955199417
4VrvPo68otdw,AIocSZbjA2cq,c5SvhEe8chAa,67.9,61.32,0.9030927835051545
HATUx1ELyqLE,SESkOgF0nWnh,YVBAT3QqF9Qj,89.1,20.32,0.22805836139169475
geuZtCgVOdOM,hsYU9OStjccx,Ivbw25fb5t2Z,2139.99,27.8,0.012990714909882758
8M2bZzq4UcAR,0DGoM1aFJKQb,TBkUw9PKrND5,13.2,8.81,0.6674242424242425
TkHntlzRrrEq,89yNo3XwRmiI,BNMDH5cri8N5,79.3,24.99,0.3151324085750315
6K39CB7V7mC0,rdPMDg3oYpft,tQFHgEUSAMiP,226.0,52.34,0.23159292035398232
HGjV85NO1Mqk,wGtSb0qa15YW,9xdiogxz7kit,364.98,13.5,0.03698832812756863
Ww798Wq3glir,KwqpyCg16vLV,V3iKL8r9W9NR,475.0,24.23,0.05101052631578947
eeQVO4XiZEuh,bnBQBaKaDcw4,46IB9fgknRfj,100.0,6.38,0.0638
oQzhMbwiAgqO,KFuPwSsJH9FK,K0qPVGdA91KO,252.99,44.49,0.17585675323135302
QFlX0oKlPWmY,TyDgB4dvXPuU,2Vzr14MB7bRD,56.89,161.82,2.8444366320970293
ld6hWjHbTwjx,ktHbaUWLPcUG,eOhcPgdVKUYw,266.55,32.34,0.12132808103545302
glaoXnL8pSC0,0DGoM1aFJKQb,TBkUw9PKrND5,91.49,43.65,0.47710132254891247
Fk1YQkzYM3ly,LOqMDZ6vn4B4,V3iKL8r9W9NR,24.98,17.44,0.6981585268214572
e6JksGcuWaoM,sWIfxlLOuVoT,QJqtwyqcLSPb,181.56,13.92,0.07666886979510905
ljQ3vMRK8m91,pDp2aYpiuxXL,HPuxRyj1uNUP,820.05,38.66,0.04714346686177672
4ucwFXDfAVcm,y2GKLhO2kA6a,bNCLRjh6FYNu,33.1,41.57,1.2558912386706949
NY93zIQxh0b2,EpX8Hyk4G6wO,2EK6JaJ354rz,101.75,42.59,0.4185749385749386
Mukl23k7hMKf,X9sl5gbsIDb6,RKad98cTxhSb,149.08,26.88,0.1803058760397102
3psaHmb8MsmN,B3mZwwzGUQD3,dstYPMt8ythh,518.18,57.56,0.11108109151260182
UgrMuKWndhwP,M9Rq7Nx8etjk,X6sOuk28jDFW,692.0,9.21,0.013309248554913297
5hcSmzrUOYLc,uIPxXiNmYik5,N6rpW1mKL1wz,692.0,32.34,0.04673410404624278
jUh89dXpJAmb,eTXr4XQHrhRM,pImUu4Q4awRx,334.9,33.9,0.1012242460435951
yYGCMLQ0Y1GL,YwlLiIcv8uRg,nt1w9AssyxfU,23.1,9.65,0.41774891774891776
4mnmhQDyYGEZ,QswxUPYwgvyE,ruq0u2ZpAMDr,849.5,8.85,0.010417892878163625
Xjw1ZbR1jRZ7,TPQHUL2Szlka,LLty41IbV7xo,409.87,49.86,0.12164832751848147
0UuXAdy5lVHG,SF67frvOu4QI,CutJkKSkib8L,24.1,47.55,1.9730290456431534
hlCABQGkHol1,3jZ9jfjmeUQo,nt1w9AssyxfU,255.65,70.12,0.2742812438881283
AEeE3ZxeFmtC,9RxVsEYYUWuG,QQPx7QOUBZvB,777.0,44.41,0.05715572715572715
mSwfziOnwQSE,Xvq91JoCQwtB,YRYlK9uqyLE6,144.56,45.14,0.3122578859988932
Xaz2BkOSoh86,TySnwE1BUy6Y,cea9IgayLO02,222.98,48.77,0.21871916763835325
Bc8SLFk5mB0V,v0F9iKtjn5LF,n1qBLUpDVOLU,404.88,148.71,0.36729401304090104
mKlSsn04Obav,51enT8KyRizW,zVIBQkWGheJR,57.12,80.11,1.4024859943977592
v0K4OfyCisQT,h6MCbrwh5kiC,5Ja2lH0N2OZt,2139.99,54.64,0.025532829592661652
yIpZIsoSMaXI,tfK6N5cTAvez,yGbPyLPc8PmT,518.18,58.49,0.11287583465205142
19ozwMMFUj8w,a35sjfNKhzv3,EGW4UK5bOeEZ,219.98,48.04,0.21838348940812802
i35bxMosUtxs,7tqS6Bau0w8J,yrRN2gKIgYet,167.0,41.48,0.24838323353293412
UoWnGY3p5lGs,HpMbJAttOmXr,UOGIrJtSldvd,148.5,10.72,0.07218855218855219
L5gvpFp0FDg7,k5IYbUc8GPhh,TWiqmuseylME,135.13,23.6,0.17464663657218976
HFSrvEK80vO6,Pq7iGqa5rgBR,VbREMx1xh7Eb,1934.0,56.55,0.029239917269906927
rrwAbftKuaBy,fZZkooUyTX8E,YlP5976VHgAM,109.6,20.9,0.1906934306569343
S2QuWwMDu5jt,mUzVm5ukrxKM,HQ4j3Fr6B61e,120.38,8.14,0.06761920584814754
kAi78nzTKTNk,cFTFUxh6LNKc,YRYlK9uqyLE6,142.14,34.12,0.24004502603067399
svr1pSVUXUD7,z4x7rzSihCRU,EqPcJSwcfSMn,692.0,116.83,0.16882947976878612
xKNM05xo8Ehk,bKGY4nbxEcI9,7gwed5kpmNMJ,45.49,64.25,1.4123983293031435
yTljcSbP2fSg,V2XI2qJlQyVA,vjJ7Vc2lwVIM,1094.04,5.46,0.004990676757705386
zMituN4qr1Fi,jLnh9OxW3LHW,tQFHgEUSAMiP,139.94,170.86,1.2209518365013579
ScuRvKgxbDPa,RN4reA9KwOXf,O04i82YS0uAJ,53.99,29.31,0.542878310798296
GmeNtuPmGwsZ,clYcWbKUj8zZ,77p2EYxcM9MD,779.9,75.35,0.09661495063469674
MeWrqEBmtzD7,H6EbpVsFlm5M,AHG0TE6bRNNY,139.9,70.82,0.5062187276626161
uz3oqGaAmw1L,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,50.83,0.8934786429952539
ZjZwrpnWxNHQ,mPHrf5Ydee0w,vmKibgjTBL0U,282.3,60.49,0.21427559334041799
apO4gXuTCpMJ,ZW9Y7gsbYCnM,ruq0u2ZpAMDr,128.99,12.59,0.09760446546243894
BEFG70GIxtks,FkDNIFiX19cI,8rHUnSQeQcMj,26.85,22.18,0.826070763500931
Cx9JsRmBV6Kn,4zlxf20Jbb5t,RsUgQvBvc24M,156.2,32.86,0.21037131882202306
smjujtRmW7oH,WH6jI4Oqb0bf,kDbz3z94TeCL,156.3,2.46,0.015738963531669863
x2vtUL5lGzMk,KO4AuRY2yFjL,dihwpSHrqtI2,59.15,25.87,0.43736263736263736
rSQXF5jh6huv,EtByr6hYFH77,tNJnfkCxzhmN,117.56,82.19,0.6991323579448792
PuUrFnorsHP7,ua99TuLWOUSc,nGUM92Z4IKz7,10.16,50.78,4.998031496062993
OC7aj7ixFC4W,zH2YZzNMaKXG,3Alp7oIhUtGc,49.38,14.61,0.295868772782503
z6jUEmzgsMhb,vQsxXB2qNlZW,WTbhLip6Y9IF,669.9,42.12,0.06287505597850425
3s69Y6LjP3SQ,sQjd4UIX9PzU,0tBoRWzPdf1v,75.25,37.27,0.4952823920265781
p1dOo2yCQYy9,cbcNyM18uuQE,H9zNFo1KjoSp,692.0,22.56,0.03260115606936416
k9FKaxPU8t7m,MdDlAtfirALD,NwPn61VaD1X6,124.85,39.24,0.3142971565879055
kLynT12SIVQr,wQAj5Nm58m17,YYXMiqTJbeNf,107.63,74.78,0.6947876985970455
5TzxshdRydGt,eTlPil30tvIn,3cqSxyYyqpx6,188.8,17.3,0.09163135593220338
WoOYr068S0jy,cyCC0fkLmcqw,QwTHQ3NRUJGs,257.42,52.08,0.20231528241783853
MmAuNbrIPHFi,WWubHG0d2x5Z,N0UQFx78rjS5,28.7,45.52,1.586062717770035
xmhxaxaE9TRQ,rpc533nr2KMl,4Qi71ZsjOJIX,125.46,47.92,0.38195440777937195
1okUcjuczhC5,lzXFCQZh59Dl,5FvGdji6skxT,475.0,95.31,0.20065263157894736
ZoNkuvesiEV8,h9taIcBAbjyr,J8unLpEsTK44,128.99,9.84,0.07628498333204124
K8oPiWn8IIZ5,s1uNIWkFXP3I,Nt5IHN1ykkhc,107.63,83.66,0.777292576419214
Fvge0xHPQEaZ,eTN2JeGFk3cr,UOGIrJtSldvd,136.89,11.39,0.08320549346190373
UaTWg4QJUnea,gytiHCk1h8bB,AHG0TE6bRNNY,55.55,7.52,0.13537353735373536
szv4e21t5RN5,7SbxZe82YD4g,2Vzr14MB7bRD,849.5,71.02,0.08360211889346673
gTJyNO0paJfW,xDQAbs4BvFWC,94l6BertAIx7,27.8,27.26,0.9805755395683453
zCw5P6tXVwXE,dpOEEXkQu4yQ,va3iGyjj4VVz,453.7,47.55,0.10480493718316068
Fr3G4IiGNtmI,CrLMKSoX3BLG,RsUgQvBvc24M,36.87,5.7,0.1545972335231896
N8ig16Wr7pcm,yGRSdax22JTL,hW0hOWn1bvpH,150.9,36.84,0.24413518886679922
KJJqgVELNw4H,2nycmqmCi3Y0,hnGt5LdR3vV3,100.0,35.15,0.3515
NVtBB9BvYCbd,vHnEPJP2R48s,pgzEZp7qYHHI,49.38,46.85,0.9487646820575132
FHrjX6MCic5u,GEteoECKnq9S,5Ja2lH0N2OZt,28.7,49.72,1.732404181184669
9iAZqPI5EggD,pH255ZOAGs9Z,jSOhwPWVF2Xx,125.46,7.29,0.058106169296987094
o4VraDxvBleu,JCdfJbT3dMnM,oI8R7WsNWWBc,1591.2,110.61,0.06951357466063349
Sp1XLaaXPWBr,uhR7YKVFm3CF,K0qPVGdA91KO,161.0,17.37,0.10788819875776398
bw1iHTZ3REUj,bD6Jqn6LYak4,kJEFisr2CqPX,43.21,115.63,2.676000925711641
OTvhalCxkMg6,iXJtwfhxQZdE,8cMMpAAFEsxE,1449.5,60.07,0.041441876509141086
nqgfhjjzVMaB,vuG6LzLPApKp,eVS6MuExSoto,2130.0,16.59,0.007788732394366197
38eGhBPzZ9BZ,ka8V60xGQPku,EGW4UK5bOeEZ,58.1,29.37,0.5055077452667814
Z1yejfcVCN1e,NlkTSbC7XUgK,y1C1H4HpmiXU,75.25,42.11,0.5596013289036544
lRpvBFmzso7N,89oT9Pz9eQaA,7OKhjPME8ZK3,274.49,83.6,0.3045648293198295
jlLhxsoMKwR3,IXLB1yeFEO80,ENekhljjhevR,188.8,21.7,0.11493644067796609
vW66DU32r3pS,9cZI47GUMweQ,cYJkVT6fDynQ,46.2,73.58,1.5926406926406924
2rqeMS8mBj97,WLToEn15gvlc,l1pYW6GBnPMr,76.6,32.34,0.42219321148825073
8rg9OnVp5t5u,DnE8CuQrSSWx,24mjkJMrK51h,2130.0,339.59,0.15943192488262908
lts0zpfkoyCs,zuEKXsXvrQ1f,ptzy7iGByfzt,56.7,34.33,0.6054673721340388
WDjYHDwa6Ubt,AbA4Fg87ZQaG,0pPOelafmUDD,161.0,77.42,0.4808695652173913
TAoxtq7z6yiC,H6EbpVsFlm5M,AHG0TE6bRNNY,139.9,7.52,0.053752680486061466
UFYhIxjJHP6F,HI3djDABd5Oy,WC3AzGT7OMa6,136.12,28.31,0.20797825448133997
aE41Pctp7tic,2uxn53bBVJk7,kJEFisr2CqPX,198.5,0.96,0.004836272040302267
0HUauetJLaQc,1HbA5vB8vmUY,1svDQkmb2Knh,172.13,12.78,0.07424620926044269
p9dExAD8BupH,kEslzWCkm0ZL,OnC6iPAbNc8Z,136.9,49.61,0.36238130021913806
CMwUPqujmATx,R1Huq9ejSVCm,VZmgxK6ws7Pt,1849.0,22.18,0.011995673336938885
jztQK152rsOQ,3yaFRG5ru3jY,FlYmRQLYPlRf,404.88,123.8,0.3057696107488639
VeSM9VdJNCnw,uV8aJmwNuzUk,5Ja2lH0N2OZt,114.9,35.48,0.30879025239338553
z9UHbsgiyCyH,ta8IFX8gLlMg,qdnpFAlJ06nJ,466.0,68.69,0.14740343347639484
7CFALIumneXS,W37k1lpRMh7l,YYXMiqTJbeNf,26.3,33.49,1.273384030418251
EnsikcBMGUy0,25skbagJqDuJ,Wk0JznmZOo6h,28.7,6.08,0.2118466898954704
vwObqOPwdNjl,cQvlGeZUichM,hJJrlnX2dOy7,347.9,65.78,0.1890773210692728
GBmnCXorePAH,T04Mxb5gFcXd,2jTASjIU2rIf,266.55,23.6,0.08853873569686738
nQorQxQkjeUt,LxzieVzc0fZH,Djfhy4pnkKOC,106.6,25.56,0.23977485928705441
6jVtPDDFef6n,EfTFpoJgp9mc,2a07LobkzHUx,522.5,9.26,0.01772248803827751
IxG1G31wOTw4,di3w21Xj7NxC,7mIEWMZn0m8g,142.2,34.33,0.24142053445850914
zjzaZehFrLbO,oNO8AbVySUlF,05nIYpVrMwiz,453.7,22.18,0.04888692968922195
WZIRqU0m1omP,6PJ4ehH0JESg,vdQsCEgrH1Nk,47.77,27.2,0.5693950177935942
ZyzpZ80Zn2Eq,eVOgl7qBOyWC,Izazx5OLdwb0,11.64,27.41,2.354810996563574
JDUmeJEB6L35,4hXxGK21DBq6,coi9xkdo66JI,107.63,22.18,0.20607637275852458
NAnQSqiXvQnM,K35ErlmYxmP3,5FvGdji6skxT,820.0,23.57,0.02874390243902439
Hy4XQW1oJt6a,ZtwT1dPt2Q99,AmYLCYoHSaZ8,95.03,29.87,0.31432179311796277
PMhUvf89TLBu,oxb8GAsKFF09,BnvXJ0H2aMk7,111.27,144.0,1.2941493664060395
xBd92ahvXoHL,Q5mkv9vcRuak,GU1IRg0p4O0N,107.0,7.29,0.06813084112149533
Cu5QK1HXyqSw,FVUGIZeUnbcd,m6IJZtqbZBZn,779.9,16.23,0.020810360302602898
JZfDwcIng1qB,Ot9X0uPil5sc,OkFthMYQJf3H,131.1,4.28,0.032646834477498096
mrSvXJ60DI2j,f4iQb9WGP0dt,jSOhwPWVF2Xx,48.99,32.34,0.6601347213717086
a6bglILq63bu,v5nCR4cuovu9,tNJnfkCxzhmN,111.27,27.26,0.24498966477936554
jd4weHgtJ5O0,cRnEmapBuI5r,uywRyoD4KkF1,100.0,22.52,0.22519999999999998
vmb79yN9XsU6,wRi55V2S4LeS,ruq0u2ZpAMDr,399.2,60.02,0.15035070140280563
ImzVCc2Tdj8X,ZzI7c3oyRk2q,m6IJZtqbZBZn,70.23,32.34,0.46048697137975225
EmCM6fejSa4O,2WCl8CbYY2mE,nQlmkVGs3xYh,419.8,339.59,0.8089328251548356
EgTifkJTBzla,Tpz8vFVFHDLO,CyQw9XkxStgk,509.99,110.14,0.21596501892193964
zRpmEjyA5rjl,QRetaWVlcyLq,8CQ9epWunOJD,93.97,17.38,0.18495264446099818
9FVSDuIbMikK,bxjTCqZUvxct,AtrLVfFKyuAA,49.38,53.01,1.0735115431348723
kHNIg9AQ3Mu5,kRLCgEVGS08o,dikNaTlK8yGG,33.41,22.47,0.6725531278060461
v4Dkd0kRoK2V,oh3TTOMCRxIs,s2EM4f82OSX6,184.9,10.94,0.05916711736073553
fAzpHguQNqsM,oQOFuL1TnNiD,SSiPMxP6t9t9,167.0,53.29,0.3191017964071856
AAZM3GnIDB9a,pwBpakuf8xVI,NSTd0PXlulDm,231.27,18.08,0.07817702252778137
rWPutCwKuLDp,OVYGl5xXlvOP,rTKC7c3Tt984,26.77,74.65,2.7885692939858053
pOJClIoB16YL,7CskzFHilv7u,4x6Z2AgJ9ya3,71.8,125.55,1.748607242339833
nojhQMWIznvE,sAP5uoLKcaQL,SgeUigb5Vbiv,177.97,74.49,0.41855368882395905
ysp2mTfGzrdv,PWl2yBtu82h0,TuPm19CMKvrM,117.56,16.22,0.1379720993535216
84Xguip3M1jh,DcnzoZ2Qmny9,EGW4UK5bOeEZ,234.9,12.61,0.05368241805023414
DRV4Ltpa378n,89A3HAqz2r78,hmS6KkvxMbyF,127.77,24.24,0.18971589575017608
A4ajAVs46ONt,Qf3jXDCJPvkJ,HaUIinFOemaU,68.1,34.13,0.5011747430249633
gDPFXTay36e9,cBN56yE7YJYq,ceLyg2V6lyl7,89.97,37.17,0.41313771257085696
587qpErn0W5M,wQAj5Nm58m17,YYXMiqTJbeNf,26.3,47.35,1.8003802281368821
zgQD0QgY1MP3,q1fu3EnVTsoT,ThIpLZLmtOK2,164.98,12.63,0.07655473390714027
9cS6SEQH38nb,5TuP9kg0mOpq,RlOHlMxGbwXj,162.7,18.65,0.1146281499692686
jYdoAJMrrfin,tz3e5KHOtJAW,g2syaRzQEltv,134.89,49.86,0.3696345170138632
1eowU6Yhbxmm,qrL1kDfPV9nB,SgeUigb5Vbiv,148.5,67.05,0.4515151515151515
OARDNClgbZgq,BYG1Fty97lhv,KyJlfZytZk4Z,290.0,103.22,0.3559310344827586
f2OIwPrZKKCW,F89lIeEbBajx,lnvB1XSo3zwf,106.3,74.78,0.7034807149576671
Ze2jNFWS1jdA,Beg0Nn0DnaDc,bl8PTwqK0kvN,18.1,35.53,1.9629834254143645
JFzoRstI8KYC,vqs0rB0ycRwq,OdnRCxXEzI4n,370.0,91.44,0.24713513513513513
o4zM8FpVnpwV,g0vcxv6nESHb,4cyCNWR4vh3z,56.7,1.64,0.028924162257495587
HRXERgusiLmW,x6U3DPqTlITq,l1pYW6GBnPMr,548.35,20.9,0.038114343029087255
qMYlbjfzh3fy,jFBWr1C4Kxm0,ENekhljjhevR,150.82,54.04,0.3583079167219202
DV6Xza7UGxEq,SHW865F2HRu6,GU1IRg0p4O0N,64.4,21.04,0.32670807453416145
oaoglvzGlJbj,8IhgV2nH9kXE,HaUIinFOemaU,98.9,147.56,1.4920121334681495
gEH4bFWCbG1C,207qprrcTsLo,OkFthMYQJf3H,223.87,44.75,0.19989279492562648
Lt7kQ1ysN4Lz,mru4hiXLSO9v,taoJfmdWnywe,89.1,34.6,0.38832772166105506
NsiDXzD6kY3g,8USA9r865Wqq,SgeUigb5Vbiv,122.3,26.92,0.22011447260834016
ddCA5Fq4ALwl,G0u0Ot7UPj2Z,SSiPMxP6t9t9,56.89,59.0,1.0370891193531375
Cf6j9vlWFdQY,iep4ndfjOT6U,BWczKEOZMEFy,159.9,37.91,0.23708567854909315
Fox5nHTBywqV,mwlDII1pL31s,p7zV0UTQOu6w,184.9,3.82,0.020659816116819902
Cr7AOlpf2dk7,AxBKgo9OF53p,11TAAnQF96E6,579.0,61.32,0.10590673575129533
DY3wTekEL68u,DvHwduwD5VKz,eVS6MuExSoto,2130.0,16.59,0.007788732394366197
cx6l6weVUphJ,qQKUactWYBWU,kT4UPkqxjZhU,570.9,52.48,0.09192503065335435
4TYwSzZMAd1f,YgLOzkNY5bN4,5Ja2lH0N2OZt,142.0,70.95,0.49964788732394366
vsAMNTDW4gEy,axLBYi1XjP6J,oI8R7WsNWWBc,50.21,20.9,0.41625174268074083
v2lWsECfkiGm,9w4lmgD7hH1D,0LjmES9V5fHW,16.9,22.39,1.3248520710059173
S71H4KRUruS6,aepNEfMPWydJ,2UV2zaeUhNyA,347.45,3.51,0.010102172974528709
53igLOSaIrqf,QzAC1fDWMbmk,ShJbjTW0ZGor,161.0,69.23,0.43000000000000005
laz2g2nJcdd3,UKn2E1OILEOC,2vYpt4cdDFbY,15.27,12.86,0.842174197773412
kLapZBQt6C2u,w5mMIm9sTgV4,q1Q2n7nr6h9B,58.71,28.62,0.4874808380173735
eRQXBHRc8BJK,eJ0WKujR01gm,Cyl6PGvB25KG,95.03,29.87,0.31432179311796277
Zn6W4ifZVDNO,cOfaXOaTu99J,CdW7Qr5M6GEr,148.5,38.6,0.25993265993265996
9X9H4E1JNc1M,AR9Kn2WoInQg,0cnXhOqSeYuN,171.15,6.31,0.03686824423020742
snRMMp8tDb11,zoBzpWW3p1n1,TuPm19CMKvrM,117.56,25.26,0.21486900306226608
kP0FOpQj0EVs,oUqhx0jNyeFC,ojNwdeff5jwc,45.05,47.85,1.0621531631520533
7lePIIvIXxjD,e99ZcFiqQtJw,Ek6ADNUZ7ej9,76.2,40.4,0.5301837270341206
H2aaGMVQV8Wr,pwKC4WGEtMsM,2jTASjIU2rIf,53.99,18.05,0.3343211705871458
gTe4HfEJuqgz,6YFpG4urkeVT,ruq0u2ZpAMDr,100.0,42.05,0.4205
VoUqsJlJzScH,SICN0ooFcDxt,YlP5976VHgAM,134.57,6.87,0.051051497361967756
uHWaGLRmwmVC,fMrpNOYVEn6Z,yGbPyLPc8PmT,33.41,29.68,0.8883567794073631
ZgH9VfStdjkO,hicr2t9UQJRj,c5bdVHLhgVl1,136.5,39.6,0.29010989010989013
P8qd72nvvUqJ,l1RR5L48SOnq,PHpgfaOYXNWz,95.03,13.8,0.14521729980006315
AL3W5Z3KVjFt,6lqYiC1kC4WA,qI9UblMbsm1o,51.37,73.45,1.4298228538057234
NqVA1AdaQeKc,j3BBGJKMptSg,A7s2wiNKJ3HW,16.79,8.25,0.4913639070875521
o0JdPBHTjpBn,GmgXGONutNxg,BGPWBRIq3VJB,28.7,33.9,1.181184668989547
w9odz2g5I3T7,RZ7zClvzCfoH,3W9I1ZMht6Z1,84.2,89.44,1.0622327790973871
Rm1uA73ZYhLa,boOvcMU0idLN,1tQEjUJuOyJ8,347.45,17.91,0.051546985177723416
IOQVzAFAVx2F,9bo4aPyLioaI,ruq0u2ZpAMDr,100.0,69.51,0.6951
7TMFamqIDtir,J26CMGZY7GMn,7KovPWNcMm5O,2249.0,33.35,0.014828812805691418
PeTvwm6chnWZ,HDq02GU8zCWs,kT4UPkqxjZhU,70.9,53.62,0.7562764456981663
9CK9QjB0sQmN,frGxsXDgflVn,k6TefnINF6Kt,106.74,46.87,0.4391043657485479
EaW3moLDcGLJ,eC8tS6wFWAPu,yxfgQLIrpHFD,91.3,170.86,1.8714129244249729
DS5glMQveLgE,ro08JPncYzLh,r7VxefoTVHbb,692.0,46.76,0.06757225433526011
XpBbkOWnbSGQ,WgBgXcIsrsm0,qI9UblMbsm1o,167.68,80.49,0.48002146946564883
F94ckjz0qvkW,tULpj4N6pINB,UlUXiYGkoYxY,170.7,38.66,0.22647920328060925
4sz3yotYw8Yj,qTxuRtSw7zhY,f9ZjTvStsXQw,170.7,20.9,0.12243702401874634
ATWRQYmZw2ns,sXva5e1ZoUR0,2ES2pcjMcu3D,36.89,6.15,0.16671184602873407
4HhuD1fo6EvG,L4YNs2AaGrBZ,GMd99HQ36dJE,150.82,2.18,0.014454316403659994
rZ0TCs2e1WFF,MAy2OtY8yrL7,16pMg4KJ3hIj,24.1,6.87,0.2850622406639004
7OKfKKtuBgYx,ti39Mvahw6DY,bl8PTwqK0kvN,34.0,52.12,1.5329411764705883
4N2jSKy7M9g5,O8TuzVmZSccc,ZsDn106jXrgr,55.76,109.73,1.9678981348637017
yRKLqKjoEAFZ,B3XFXCz8hmMv,eCVvpO3y8lid,70.62,33.9,0.48003398470688186
wsFRcn6FsPW3,7ymC4wrimXhe,K0qPVGdA91KO,389.89,209.63,0.5376644694657468
GwP2AAzX8CJ0,FkyBSFsAL7rG,ruq0u2ZpAMDr,79.8,104.8,1.31328320802005
OkR4ZAjo9KjN,WGpwSyiLvD2T,V3iKL8r9W9NR,56.8,14.25,0.25088028169014087
rUKIPVoCpCpK,wZrSGO39BqFO,4kdEv1FpyZmY,615.52,48.92,0.07947751494671172
lFgDBnUzAPB8,qaYjkndnxokL,zYyNXNKVF2Bn,399.2,110.14,0.27590180360721445
TocRPnDccj1y,AykYtOciqjX5,quRHu0B8Aaes,53.7,0.99,0.018435754189944132
Didlj2mUXDZY,QrU3HcQejzd1,bI5cDrYjs9Qa,292.9,39.42,0.13458518265619668
SdJRmbgdPTbR,RR0IOP7Qyxcs,ARNPJQjYTDDb,403.9,12.28,0.030403565238920526
3BCcuIrXjILJ,iuvLznmP9D3Z,DhnYfWO3PJ5F,282.0,56.79,0.20138297872340424
USxA77ubZZar,Vsfpcndyb3Ai,SixfIXbZXuJK,107.6,7.94,0.0737918215613383
UsDmKbq4cLyc,Bma2PVU1tDT2,8CQ9epWunOJD,26.77,82.92,3.0974971983563693
GJHsLBFIbApv,Q2QRjgsB8PAa,oAZOntQn2tEJ,229.89,3.42,0.014876680151376746
vxssHIY0mYYI,poeDvMyeSk2e,tfg2xilCAaac,56.89,133.85,2.3527860783969063
tv6R3IpA837x,IP4jZKK5Dj6G,jzWG2ZFoNP3V,106.74,46.76,0.43807382424583097
HCcAT5wCHzih,etl7OdgMCIUn,RFMenJSKu8hK,15.27,70.82,4.637851997380484
xqv3yaUoWNyS,S20EwKRqNLCc,D6zDdLEoGkbu,1878.33,116.02,0.06176763401532212
gjO5JDCkrtbs,7tqS6Bau0w8J,yrRN2gKIgYet,167.0,41.48,0.24838323353293412
t0mcoBUs0E1y,hpiXwRzTkhkL,RKad98cTxhSb,46.2,6.87,0.1487012987012987
31YcXwmM8L22,yRwbbCPnhvH9,tQFHgEUSAMiP,32.1,75.35,2.347352024922118
xa8z2Qt8mU0a,yCuZuUciYbDz,suRnvK8Z8DQd,111.27,174.45,1.5678080345106498
TcyVVTctpGfA,9vl8W7zTbAqz,MxsQfJ8V3Wj7,399.2,70.82,0.17740480961923846
VozrHyuChhgK,aFz7OYunzKxu,ktRZdQcJoKSX,820.05,21.98,0.026803243704652157
Z0LAxWK1bBof,XF26IviBJMDY,cdFuckm1t0Np,30.05,54.05,1.7986688851913477
pyM2fNetUtZ8,0vbEvli2JYJu,RKad98cTxhSb,95.03,12.58,0.13237924865831843
yorU4YSXSK04,1MWklZvjhdof,Km0ZNSLn3NtU,419.9,15.93,0.03793760419147416
M2Igmc0ynTxr,UfSK3RwhKsH0,7JtHJ8kiNtes,66.0,20.9,0.31666666666666665
8WBIyfZqAN2h,gR0ZVWGDHcjq,g2syaRzQEltv,120.9,70.17,0.5803970223325062
NkxG8kzliOIz,uDIWaQnuUe37,TuPm19CMKvrM,117.56,61.32,0.5216059884314392
zGmA61XAgurN,oOqKXzOPS6mW,TJ6FVACdM0WN,66.64,15.67,0.2351440576230492
J6Cw3bEhqWUN,FmF1LAxJQT2Y,zVIBQkWGheJR,809.1,39.94,0.049363490297861815
7yqwKveIUSTF,V2Jf4D0Sc6ia,b7ygwanB6ZQx,159.99,12.37,0.07731733233327082
kyt2zQKv8zmv,6T6mmAOhR3d6,NwPn61VaD1X6,1688.0,82.12,0.048649289099526066
vlxPFdZLb9qv,GYUb2obTKsSO,OuYMuhcH3J8W,849.5,46.67,0.05493819894055327
oV7uzG79BeMp,MJd5ysuJ9wF1,TuPm19CMKvrM,114.89,33.48,0.29140917399251454
PPjOE944YTYT,3XLKFJwq289w,NQSslzhxLuGx,128.99,14.83,0.11497015272501744
qkckcqBANezJ,cUvhgXNjWkMe,dHUHvmn8Gewy,399.2,6.87,0.01720941883767535
5CgLELrbGg81,1NPpfRuxHxBw,0LjmES9V5fHW,329.93,25.97,0.07871366653532567
UCtX0r3obiXI,epAUCxuej0we,hLW5pG3JWHbF,155.5,32.34,0.20797427652733122
1Ygz9os4CBLL,VKgcJpdLuazO,X5fhqRmuvQ9Z,223.87,68.61,0.30647250636530127
edsbBBVHnKef,B4ZyNwXZHksg,d3EdLm7hJGp3,299.99,60.28,0.20094003133437782
Ebhgs7Td5va6,R9reAcWocrDx,MkfZXJnyf2aL,95.03,14.25,0.1499526465326739
iAVYTonlz8Z6,KvidPAEAVI5p,Mhg6gqpiKkO7,26.99,47.55,1.7617636161541312
EkYgh3i1p6nI,P22k6cGQeLxP,eV7Woul7454D,538.9,11.23,0.020838745592874377
wxv22U7Up689,U0RBeHbqgeiP,QwTHQ3NRUJGs,128.99,77.98,0.6045429878285138
piIBeCU30pjD,lq4WpcDJ3DrN,yGbPyLPc8PmT,1094.04,57.41,0.05247522942488392
ucHFF7WteaUK,56O8cSO2TpeW,ux1d7N0zioFv,215.5,22.78,0.10570765661252901
ltSfPLPj62Mv,yfcx90iVhhG7,vK5PLZFRQPnm,42.89,36.51,0.8512473770109582
1iEpEUTNLvU5,kgF2KLJ8Ao3M,3Q4DoxWsVAXa,37.84,5.59,0.1477272727272727
