product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,weight_volume_ratio
ddvCEe1FLmSc,sports_leisure,850.0,60.0,15.0,15.0,13500.0,0.06296296296296296
eFbcHSZ2oNRP,toys,350.0,28.0,10.0,18.0,5040.0,0.06944444444444445
J3VADRvImWFZ,toys,400.0,35.0,22.0,28.0,21560.0,0.01855287569573284
g6TqDBNogLfK,toys,5850.0,50.0,30.0,30.0,45000.0,0.13
JaeEsS5hyqIQ,toys,183.0,20.0,15.0,17.0,5100.0,0.03588235294117647
lQk0cC3Fqe89,toys,250.0,16.0,4.0,11.0,704.0,0.35511363636363635
2rgSrP3LmimO,auto,350.0,25.0,10.0,15.0,3750.0,0.09333333333333334
6eDV5Ybpjbad,computers_accessories,167.0,16.0,14.0,13.0,2912.0,0.057348901098901096
HpaXn6j0NvuV,toys,115.0,16.0,13.0,11.0,2288.0,0.05026223776223776
J5I9GHChcTA8,toys,550.0,21.0,18.0,13.0,4914.0,0.11192511192511193
5AJG6KbhPr2l,toys,4050.0,22.0,51.0,22.0,24684.0,0.16407389402041808
R2i859Xfomfn,toys,4600.0,16.0,25.0,11.0,4400.0,1.0454545454545454
yeyIpVskxHBn,cool_stuff,200.0,18.0,12.0,16.0,3456.0,0.05787037037037037
17rcLQ1AqqqU,health_beauty,450.0,25.0,9.0,17.0,3825.0,0.11764705882352941
ThyyOhVcn0Vg,toys,250.0,16.0,2.0,11.0,352.0,0.7102272727272727
4qCM279LY4pS,toys,2050.0,42.0,25.0,15.0,15750.0,0.13015873015873017
9oZjflS439bk,garden_tools,16300.0,100.0,25.0,30.0,75000.0,0.21733333333333332
yOB6Ad65d3a7,toys,3750.0,32.0,12.0,32.0,12288.0,0.30517578125
XlcB768orrxp,toys,400.0,30.0,20.0,20.0,12000.0,0.03333333333333333
GQlaBksWcAfZ,toys,900.0,30.0,4.0,20.0,2400.0,0.375
QKe572pL4upv,toys,300.0,16.0,6.0,14.0,1344.0,0.22321428571428573
J0AnqHWatwwv,toys,1400.0,30.0,30.0,30.0,27000.0,0.05185185185185185
npUSU9Prtq25,toys,200.0,25.0,7.0,16.0,2800.0,0.07142857142857142
MvPBD3Y8z9BB,toys,400.0,19.0,20.0,18.0,6840.0,0.05847953216374269
vtWveC2a94D5,toys,600.0,50.0,12.0,50.0,30000.0,0.02
Pu0eBXn0pcyo,toys,500.0,100.0,20.0,11.0,22000.0,0.022727272727272728
82HNxfqs4I5O,toys,15600.0,69.0,57.0,22.0,86526.0,0.18029262880521463
JHOIYHLfWVkJ,health_beauty,225.0,18.0,11.0,14.0,2772.0,0.08116883116883117
An8DAvIxrugD,bed_bath_table,250.0,28.0,4.0,18.0,2016.0,0.12400793650793651
5ml3jNBiO32U,toys,250.0,17.0,6.0,17.0,1734.0,0.14417531718569782
m6fj5CNTx5iq,toys,1000.0,20.0,30.0,20.0,12000.0,0.08333333333333333
YX4jT04MWiC6,toys,1825.0,34.0,18.0,19.0,11628.0,0.15694874441004472
eVsJ3CNikoj6,stationery,6900.0,28.0,55.0,37.0,56980.0,0.12109512109512109
rzhCFdYXwOeZ,bed_bath_table,2400.0,20.0,30.0,30.0,18000.0,0.13333333333333333
zP7p6GiO4HxL,toys,300.0,19.0,7.0,12.0,1596.0,0.18796992481203006
Ti49y2cNVOIk,garden_tools,200.0,16.0,10.0,11.0,1760.0,0.11363636363636363
cfgO6ZotWowz,toys,200.0,18.0,16.0,13.0,3744.0,0.053418803418803416
uz6aZOfvbxxH,toys,419.0,25.0,6.0,16.0,2400.0,0.17458333333333334
TSgOtAZYtbTh,toys,300.0,20.0,20.0,20.0,8000.0,0.0375
5qoyu1byEv08,toys,1211.0,25.0,24.0,22.0,13200.0,0.09174242424242424
RU2pS6y58MnX,toys,3300.0,86.0,26.0,18.0,40248.0,0.08199165175909362
J6P6KeNhD4DS,toys,5700.0,34.0,29.0,34.0,33524.0,0.1700274430258919
ilaIMGbE0vgO,toys,7200.0,71.0,9.0,71.0,45369.0,0.1586986708986312
pSYTPmGMUTwl,toys,19200.0,64.0,40.0,48.0,122880.0,0.15625
57UqRn9JRarI,toys,129.0,18.0,11.0,14.0,2772.0,0.046536796536796536
Xzu1ijM15FBe,bed_bath_table,1200.0,33.0,18.0,26.0,15444.0,0.0777000777000777
GGuirBPrDt0M,toys,19950.0,43.0,43.0,43.0,79507.0,0.25092130252682154
qrQ9mIaLKZhE,toys,3300.0,60.0,50.0,60.0,180000.0,0.018333333333333333
yCE1OYpjnJLk,toys,1550.0,30.0,30.0,16.0,14400.0,0.1076388888888889
9tlPJGL305IO,toys,20800.0,57.0,57.0,23.0,74727.0,0.2783465146466471
O332ZRndALYI,toys,4800.0,22.0,63.0,22.0,30492.0,0.15741833923652104
YSdrlw8BRcCr,toys,388.0,19.0,12.0,14.0,3192.0,0.12155388471177944
IE8bIu8CKXQn,toys,250.0,16.0,2.0,20.0,640.0,0.390625
PpcC211foS1t,toys,1100.0,20.0,16.0,20.0,6400.0,0.171875
TdbTHbjjZy2G,health_beauty,430.0,22.0,17.0,21.0,7854.0,0.05474917239623122
8fOjdecywPZH,toys,233.0,18.0,10.0,15.0,2700.0,0.0862962962962963
xPqE62V8h5wN,luggage_accessories,500.0,22.0,46.0,34.0,34408.0,0.014531504301325273
yucuGKHimeW0,toys,1400.0,30.0,22.0,22.0,14520.0,0.09641873278236915
xjj1cn3j4p3B,toys,163.0,17.0,11.0,13.0,2431.0,0.06705059646236117
cm4aLULhjFSn,toys,16450.0,63.0,62.0,24.0,93744.0,0.17547789725209081
TUvP91PNz1RA,telephony,117.0,19.0,4.0,12.0,912.0,0.12828947368421054
DvQunKR2FYRX,toys,15700.0,81.0,19.0,60.0,92340.0,0.17002382499458524
XXZfJg78bMQN,toys,600.0,17.0,8.0,14.0,1904.0,0.31512605042016806
nsnhg5azUR35,garden_tools,800.0,40.0,3.0,15.0,1800.0,0.4444444444444444
kjVQoqPwR8ZF,toys,1143.0,24.0,22.0,19.0,10032.0,0.1139354066985646
pEFlOp1W35xM,toys,300.0,21.0,11.0,13.0,3003.0,0.0999000999000999
EnjOnsxtNCUc,toys,800.0,20.0,30.0,20.0,12000.0,0.06666666666666667
WfddafnScV6d,toys,1200.0,25.0,10.0,16.0,4000.0,0.3
ApBTXG7SV2NW,musical_instruments,573.0,23.0,11.0,17.0,4301.0,0.1332248314345501
yurHrptkP6Hh,sports_leisure,8150.0,20.0,20.0,20.0,8000.0,1.01875
nOrpMJfMi1oX,toys,675.0,25.0,30.0,28.0,21000.0,0.03214285714285714
JRwYP4yC8cPJ,toys,800.0,20.0,50.0,40.0,40000.0,0.02
mD9pIWz1Yt2u,toys,2500.0,17.0,25.0,12.0,5100.0,0.49019607843137253
TkUDBTeqkZ2w,toys,200.0,16.0,5.0,20.0,1600.0,0.125
jQuLOmVyguIe,health_beauty,232.0,35.0,9.0,20.0,6300.0,0.036825396825396824
oOUbEOWiMG1y,toys,600.0,20.0,20.0,20.0,8000.0,0.075
CwjqdHxjfRqd,pet_shop,400.0,18.0,12.0,15.0,3240.0,0.12345679012345678
XKoY3vwffosN,toys,300.0,48.0,8.0,20.0,7680.0,0.0390625
g5vCLowi7j5I,health_beauty,30000.0,50.0,75.0,56.0,210000.0,0.14285714285714285
luqb99MKHRyj,toys,300.0,16.0,11.0,11.0,1936.0,0.15495867768595042
TYPrYTs92FgL,furniture_living_room,4550.0,50.0,10.0,50.0,25000.0,0.182
ePyDOBUvUhLF,toys,5200.0,50.0,23.0,27.0,31050.0,0.16747181964573268
zM8Yfarmlkqt,toys,1350.0,16.0,10.0,16.0,2560.0,0.52734375
njNruRLRUoiN,toys,1800.0,18.0,65.0,35.0,40950.0,0.04395604395604396
hPT0eEcUHgi0,toys,1850.0,36.0,31.0,19.0,21204.0,0.08724768911526128
KFkZX96b4mck,toys,810.0,34.0,16.0,16.0,8704.0,0.09306066176470588
wIRvInFDV7jJ,toys,800.0,28.0,20.0,42.0,23520.0,0.034013605442176874
Nqg9uB3MJod6,toys,400.0,30.0,7.0,30.0,6300.0,0.06349206349206349
l5fNZY5f9ivN,toys,300.0,40.0,10.0,30.0,12000.0,0.025
396PYX9BKPqY,toys,550.0,30.0,30.0,30.0,27000.0,0.020370370370370372
LMZxqlyRDuPY,toys,50.0,19.0,4.0,20.0,1520.0,0.03289473684210526
TSi3DvpiYsnH,toys,3890.0,36.0,28.0,36.0,36288.0,0.10719797178130512
vLzJgpRoxzR3,computers_accessories,214.0,18.0,14.0,13.0,3276.0,0.06532356532356533
n0ufRRmsZ7kN,sports_leisure,498.0,18.0,18.0,18.0,5832.0,0.08539094650205761
XoprDXTQmtLo,toys,833.0,16.0,12.0,18.0,3456.0,0.2410300925925926
j1KvmyqiZcFQ,bed_bath_table,850.0,20.0,30.0,30.0,18000.0,0.04722222222222222
YFTH42g2qFWP,toys,2000.0,45.0,15.0,35.0,23625.0,0.08465608465608465
zculcqnjXQt3,toys,1900.0,42.0,10.0,36.0,15120.0,0.12566137566137567
RN1QVUinOaoh,toys,150.0,20.0,20.0,20.0,8000.0,0.01875
7KuXMX5QfFqy,computers_accessories,250.0,16.0,5.0,11.0,880.0,0.2840909090909091
pwogOWlwKnDT,toys,1500.0,16.0,50.0,40.0,32000.0,0.046875
ee1b5ZHtcdKt,sports_leisure,700.0,23.0,9.0,11.0,2277.0,0.30742204655248134
BRYfsLx8VhnW,computers_accessories,300.0,15.0,5.0,13.0,975.0,0.3076923076923077
8mCn9eHbwMrt,toys,150.0,20.0,10.0,15.0,3000.0,0.05
guKD6CdA1ReN,toys,2900.0,67.0,3.0,31.0,6231.0,0.4654148611779811
4AS0J2tPVMCN,toys,8300.0,30.0,55.0,30.0,49500.0,0.16767676767676767
Dt4S29Ou3xPV,computers_accessories,867.0,32.0,14.0,14.0,6272.0,0.13823341836734693
NfEcNvXicCMm,toys,1000.0,20.0,25.0,16.0,8000.0,0.125
PhIfcpWHkpRT,toys,1488.0,28.0,24.0,22.0,14784.0,0.10064935064935066
CpknpOzSj9az,toys,2067.0,33.0,14.0,15.0,6930.0,0.2982683982683983
BDVo2iX3JNPF,toys,200.0,16.0,2.0,20.0,640.0,0.3125
oG4VWfMtp3Ya,toys,150.0,16.0,2.0,11.0,352.0,0.42613636363636365
JKMfE4mtck07,toys,250.0,16.0,11.0,12.0,2112.0,0.11837121212121213
O62uFigNJNRn,toys,200.0,33.0,6.0,12.0,2376.0,0.08417508417508418
oDTgJS6Ytp5F,toys,300.0,18.0,8.0,13.0,1872.0,0.16025641025641027
fIRU6Cl5XX6o,toys,800.0,30.0,35.0,30.0,31500.0,0.025396825396825397
Y0TFdzbMEGBQ,toys,250.0,25.0,15.0,15.0,5625.0,0.044444444444444446
zVaNZ5V3eBHO,toys,350.0,25.0,15.0,30.0,11250.0,0.03111111111111111
gC98tLpiFXp7,computers_accessories,200.0,23.0,16.0,16.0,5888.0,0.033967391304347824
RPLeXD29ou3U,health_beauty,2400.0,30.0,12.0,16.0,5760.0,0.4166666666666667
NQwI2yGJ4t78,toys,400.0,20.0,20.0,20.0,8000.0,0.05
HeWfhaa0hpka,toys,5800.0,57.0,15.0,38.0,32490.0,0.17851646660510925
knZmXk7wzXxJ,toys,750.0,18.0,30.0,11.0,5940.0,0.12626262626262627
ftGlv9UbH7YG,toys,300.0,34.0,4.0,32.0,4352.0,0.06893382352941177
8ng34VjrY6A5,toys,2908.0,67.0,15.0,48.0,48240.0,0.06028192371475954
iB9YFa08JyPM,toys,200.0,25.0,7.0,25.0,4375.0,0.045714285714285714
fn9EH8H1QD7l,toys,150.0,31.0,8.0,11.0,2728.0,0.05498533724340176
yO7xg0ZQ5QsY,toys,166.0,18.0,6.0,16.0,1728.0,0.09606481481481481
R2pWtriBwPID,housewares,400.0,17.0,11.0,11.0,2057.0,0.19445794846864364
gCioruwoxdCX,toys,2400.0,40.0,9.0,35.0,12600.0,0.19047619047619047
PfOa6Cs1JZYZ,toys,200.0,29.0,7.0,16.0,3248.0,0.06157635467980296
uUgiSIeTzS3S,toys,150.0,16.0,7.0,11.0,1232.0,0.12175324675324675
UQxZ8cLslbIX,toys,3000.0,30.0,30.0,30.0,27000.0,0.1111111111111111
X8lRbDPFPJaw,toys,650.0,17.0,24.0,11.0,4488.0,0.1448306595365419
VAbBAWCmjoD4,toys,300.0,16.0,5.0,16.0,1280.0,0.234375
OxzJIxvHpxVp,watches_gifts,200.0,16.0,10.0,11.0,1760.0,0.11363636363636363
hBeh0bfz4423,garden_tools,1050.0,22.0,21.0,16.0,7392.0,0.14204545454545456
tUsiUSSA42Ac,auto,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
xyD8QmnGgsQ3,home_confort,800.0,20.0,20.0,20.0,8000.0,0.1
DpWUbvbMyotj,stationery,550.0,66.0,12.0,12.0,9504.0,0.05787037037037037
mOQD29IZyKeu,toys,6900.0,40.0,20.0,40.0,32000.0,0.215625
hkCBH5cPk4mu,toys,150.0,22.0,3.0,15.0,990.0,0.15151515151515152
4HrxJw4nfn5y,toys,600.0,23.0,2.0,16.0,736.0,0.8152173913043478
1lhV4UK6Zeej,bed_bath_table,350.0,16.0,10.0,16.0,2560.0,0.13671875
y7y699VgDEIH,toys,250.0,28.0,5.0,16.0,2240.0,0.11160714285714286
SUF9Gj35qylu,toys,1000.0,16.0,19.0,15.0,4560.0,0.21929824561403508
CN3HxHH9BiF2,toys,300.0,22.0,2.0,15.0,660.0,0.45454545454545453
qHbeigz1Rld7,telephony,300.0,17.0,4.0,11.0,748.0,0.40106951871657753
75IwqtizTOpF,toys,300.0,28.0,16.0,28.0,12544.0,0.02391581632653061
2QytHp1dkWUI,telephony,150.0,19.0,4.0,11.0,836.0,0.17942583732057416
Ktn1pUZixQnD,toys,2200.0,36.0,46.0,36.0,59616.0,0.036902844873859364
KGAxs0nWDWIz,air_conditioning,300.0,21.0,8.0,17.0,2856.0,0.10504201680672269
O1LNeiHbjfsQ,toys,11100.0,38.0,47.0,44.0,78584.0,0.14125012725236688
tB8IZoMPOauu,toys,100.0,39.0,9.0,11.0,3861.0,0.0259000259000259
oV5bMDDdwYou,toys,500.0,22.0,9.0,19.0,3762.0,0.13290802764486975
Gl4MDYLcs48C,toys,30000.0,65.0,65.0,65.0,274625.0,0.10923987255348203
zx8itlP9uGEe,toys,1450.0,35.0,12.0,30.0,12600.0,0.11507936507936507
qwwVciYCTAm1,toys,6550.0,32.0,20.0,21.0,13440.0,0.48735119047619047
dw2MYA7fd5Tz,toys,450.0,20.0,30.0,20.0,12000.0,0.0375
sv5tBhVuy75G,watches_gifts,400.0,16.0,11.0,17.0,2992.0,0.13368983957219252
PLLTcnG45wFG,toys,270.0,17.0,14.0,13.0,3094.0,0.08726567550096961
oKDdRwlUueKX,toys,400.0,18.0,19.0,14.0,4788.0,0.0835421888053467
9nkaJhiISWMr,toys,100.0,16.0,10.0,15.0,2400.0,0.041666666666666664
s9CU0cBMYM3i,toys,6600.0,30.0,30.0,30.0,27000.0,0.24444444444444444
ZTts3IsT2k3A,toys,340.0,16.0,2.0,11.0,352.0,0.9659090909090909
aU11PVCdD18D,toys,750.0,69.0,11.0,11.0,8349.0,0.08983111749910169
WqYd0V915hRC,toys,700.0,66.0,12.0,12.0,9504.0,0.07365319865319865
5QUdhN7jm66O,sports_leisure,700.0,22.0,22.0,22.0,10648.0,0.06574004507888806
ZxtfYg3jqIuE,toys,1375.0,63.0,11.0,16.0,11088.0,0.12400793650793651
lQhm0xT0VZlV,toys,450.0,28.0,8.0,18.0,4032.0,0.11160714285714286
kT6Uo1U3cNg5,toys,450.0,30.0,20.0,20.0,12000.0,0.0375
YOSu16G3lp95,toys,500.0,19.0,12.0,14.0,3192.0,0.15664160401002505
61yj9QHc2ceT,toys,300.0,16.0,2.0,11.0,352.0,0.8522727272727273
MXCsADpDqVnZ,toys,550.0,30.0,20.0,30.0,18000.0,0.030555555555555555
LBwCThmBmXUH,toys,663.0,31.0,6.0,31.0,5766.0,0.1149843912591051
K7YxS2kHIq1I,toys,6100.0,37.0,17.0,47.0,29563.0,0.2063390048371275
SspSE3VObthR,toys,100.0,16.0,8.0,11.0,1408.0,0.07102272727272728
PpriIQHhiwpR,toys,450.0,18.0,13.0,13.0,3042.0,0.14792899408284024
wqPb3e91viQk,garden_tools,250.0,20.0,20.0,20.0,8000.0,0.03125
t4dM6IY175ru,toys,100.0,20.0,3.0,11.0,660.0,0.15151515151515152
6B8rI5wo1uBS,toys,700.0,24.0,15.0,23.0,8280.0,0.08454106280193237
EyzkuSlm2nNf,toys,750.0,22.0,15.0,33.0,10890.0,0.06887052341597796
iZKG5pUixvGz,toys,10150.0,20.0,20.0,20.0,8000.0,1.26875
ad9Y2vndVH9a,toys,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
4Rg4zkLFvnUO,toys,12600.0,35.0,45.0,35.0,55125.0,0.22857142857142856
ZZFvBfRz2Ue0,toys,300.0,16.0,2.0,20.0,640.0,0.46875
Ma7EJuSRjQMd,toys,1950.0,40.0,6.0,35.0,8400.0,0.23214285714285715
B3abToYUJCKN,musical_instruments,11083.0,83.0,41.0,33.0,112299.0,0.09869188505685714
mOlbd2WF5juC,toys,450.0,16.0,3.0,15.0,720.0,0.625
0cG2591X7GrW,toys,355.0,22.0,16.0,12.0,4224.0,0.08404356060606061
UIMG9JKOzjE8,toys,1000.0,35.0,20.0,20.0,14000.0,0.07142857142857142
fULwGLx2Lf0Z,toys,200.0,19.0,5.0,11.0,1045.0,0.19138755980861244
66gGUaxXy0Ae,toys,500.0,20.0,35.0,35.0,24500.0,0.02040816326530612
9quc2BN29GjP,toys,750.0,20.0,20.0,20.0,8000.0,0.09375
RxfwFTRJzOTA,toys,500.0,21.0,21.0,21.0,9261.0,0.05398984990821726
PRFvDMmPWrcJ,toys,2450.0,35.0,27.0,29.0,27405.0,0.08939974457215837
S6FaACn7N6Xk,toys,3250.0,35.0,23.0,21.0,16905.0,0.1922508133688258
LOz5lemVcDAM,toys,700.0,16.0,16.0,15.0,3840.0,0.18229166666666666
lBecC4eOBTH9,toys,300.0,16.0,22.0,11.0,3872.0,0.07747933884297521
JX9J1MQz8sxb,pet_shop,7300.0,25.0,25.0,25.0,15625.0,0.4672
XM7TNJjRQ17o,toys,700.0,35.0,7.0,27.0,6615.0,0.10582010582010581
UrPafAUJdIkg,toys,500.0,30.0,30.0,30.0,27000.0,0.018518518518518517
dW6bwF1msrmZ,toys,1150.0,35.0,25.0,25.0,21875.0,0.052571428571428575
sKDQIrIZ5NXu,toys,200.0,30.0,5.0,16.0,2400.0,0.08333333333333333
6k18aFJShfSh,toys,250.0,16.0,7.0,11.0,1232.0,0.20292207792207792
ssP86k1wttbj,bed_bath_table,1150.0,38.0,10.0,38.0,14440.0,0.0796398891966759
a4uIXfwfBhWg,telephony,200.0,22.0,8.0,15.0,2640.0,0.07575757575757576
Qng9euaMfARN,toys,9450.0,38.0,7.0,26.0,6916.0,1.3663967611336032
XyU9bDMbWA3l,toys,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
lVt0u6P6TuG6,toys,850.0,30.0,25.0,30.0,22500.0,0.03777777777777778
SmJyGhiuz9Iw,auto,2800.0,95.0,7.0,33.0,21945.0,0.12759170653907495
VkMBucgDoCek,electronics,125.0,21.0,13.0,18.0,4914.0,0.02543752543752544
zAc1MKqwKsYh,toys,700.0,22.0,17.0,12.0,4488.0,0.15597147950089127
RmmFSXbxESjo,toys,1000.0,45.0,16.0,45.0,32400.0,0.030864197530864196
ZaoCtQR6QBrs,toys,150.0,21.0,9.0,14.0,2646.0,0.05668934240362812
E5K7FsEqt2uD,toys,6850.0,59.0,22.0,37.0,48026.0,0.14263107483446466
cngmh2rcXydC,health_beauty,550.0,21.0,4.0,15.0,1260.0,0.4365079365079365
1E5S9ag3U6in,toys,2100.0,20.0,50.0,40.0,40000.0,0.0525
JC4uSdAmksYE,toys,400.0,38.0,22.0,15.0,12540.0,0.03189792663476874
mSoYiDS0XQgY,toys,2200.0,16.0,32.0,11.0,5632.0,0.390625
rNpX8BJIrMbd,bed_bath_table,500.0,16.0,10.0,16.0,2560.0,0.1953125
J5khsr8XxuLO,toys,10700.0,93.0,63.0,11.0,64449.0,0.16602274666790795
OM81vFLbvETI,toys,100.0,25.0,2.0,13.0,650.0,0.15384615384615385
MFE2uKpgBLnr,toys,1250.0,38.0,10.0,38.0,14440.0,0.0865650969529086
7Hj1Zv5IhxGS,toys,350.0,45.0,45.0,12.0,24300.0,0.01440329218106996
8i7h4L1L0xNL,toys,550.0,40.0,19.0,16.0,12160.0,0.04523026315789474
UoC4j9dEWiCw,furniture_decor,1200.0,40.0,15.0,30.0,18000.0,0.06666666666666667
1JG1XEfMnRPG,toys,100.0,16.0,7.0,11.0,1232.0,0.08116883116883117
kbNNLsFohTjp,toys,700.0,20.0,9.0,14.0,2520.0,0.2777777777777778
PPSYVFlThKng,toys,700.0,16.0,2.0,20.0,640.0,1.09375
PaJ3J6bDKmKp,toys,200.0,16.0,2.0,20.0,640.0,0.3125
DasPRY3IIvU9,toys,1000.0,31.0,11.0,26.0,8866.0,0.11279043537108054
qeL3E0IxNO1b,toys,200.0,22.0,14.0,17.0,5236.0,0.03819709702062643
cmBWbGGPW0HH,computers_accessories,700.0,31.0,13.0,11.0,4433.0,0.15790660951951274
QlLFbAoKvvfE,toys,100.0,16.0,5.0,11.0,880.0,0.11363636363636363
iRjxfQWKSoLu,toys,433.0,19.0,14.0,15.0,3990.0,0.10852130325814537
GF5eOh8tusj9,toys,125.0,22.0,7.0,14.0,2156.0,0.05797773654916512
gXQof7469ueu,toys,900.0,26.0,26.0,26.0,17576.0,0.0512061902594447
ThCFYPEJpJyK,toys,5350.0,55.0,15.0,43.0,35475.0,0.15081042988019733
vCrgo7GS8qa9,toys,1000.0,24.0,5.0,17.0,2040.0,0.49019607843137253
vpWGpCkvLTdV,costruction_tools_garden,2250.0,33.0,33.0,20.0,21780.0,0.10330578512396695
9b1vUyizu5uQ,toys,200.0,22.0,5.0,15.0,1650.0,0.12121212121212122
em7O3NGp3NVz,telephony,150.0,19.0,3.0,20.0,1140.0,0.13157894736842105
jHEwF1ITKJvs,toys,2800.0,70.0,20.0,35.0,49000.0,0.05714285714285714
2uCCndOSelev,toys,500.0,25.0,9.0,18.0,4050.0,0.12345679012345678
Soy0cC4ICfso,telephony,300.0,20.0,30.0,20.0,12000.0,0.025
8rjiySWKXc9s,toys,500.0,37.0,23.0,24.0,20424.0,0.02448100274187231
Ki8sP4BgnhCW,sports_leisure,400.0,50.0,10.0,17.0,8500.0,0.047058823529411764
UOqxIsX07aXD,sports_leisure,400.0,16.0,16.0,16.0,4096.0,0.09765625
4IBz0dV3CgkD,bed_bath_table,500.0,25.0,37.0,36.0,33300.0,0.015015015015015015
HOAdTaWCslBg,toys,500.0,16.0,5.0,11.0,880.0,0.5681818181818182
GJlcLzqGUQZv,toys,5400.0,25.0,45.0,45.0,50625.0,0.10666666666666667
KSlw6JjTa6iB,garden_tools,16500.0,40.0,25.0,26.0,26000.0,0.6346153846153846
vDqw4bgXJXEZ,toys,605.0,16.0,14.0,16.0,3584.0,0.16880580357142858
52BkRVKjrpbi,bed_bath_table,1800.0,40.0,6.0,30.0,7200.0,0.25
O1Jw54Gd6p7O,toys,350.0,22.0,12.0,17.0,4488.0,0.07798573975044563
vRHrbzQeY215,toys,500.0,16.0,28.0,11.0,4928.0,0.10146103896103896
StjDgpCMqWyJ,toys,550.0,28.0,19.0,25.0,13300.0,0.041353383458646614
bWiBOQ61DWBu,toys,5500.0,45.0,25.0,40.0,45000.0,0.12222222222222222
YVSyRfnKrjcN,toys,75.0,16.0,10.0,11.0,1760.0,0.04261363636363636
GOqpmACEfJNJ,toys,675.0,21.0,13.0,16.0,4368.0,0.15453296703296704
7jGJFWQYYO1F,toys,400.0,45.0,15.0,35.0,23625.0,0.016931216931216932
Ud61vZUjOqig,electronics,340.0,33.0,14.0,17.0,7854.0,0.04329004329004329
ezFgSgFLGzVz,telephony,300.0,17.0,4.0,12.0,816.0,0.36764705882352944
KgLT95bfLnGb,telephony,350.0,20.0,16.0,20.0,6400.0,0.0546875
DWpfi0eYusv8,toys,850.0,30.0,20.0,30.0,18000.0,0.04722222222222222
GSFI9V0OJNpx,toys,150.0,16.0,4.0,13.0,832.0,0.18028846153846154
YJykSFgfMZII,toys,650.0,28.0,13.0,15.0,5460.0,0.11904761904761904
STvQB2usZZgL,musical_instruments,289.0,37.0,12.0,13.0,5772.0,0.05006930006930007
g1v1wNt6ycaB,toys,5150.0,30.0,35.0,30.0,31500.0,0.1634920634920635
MfWb0wIB3VGk,toys,1000.0,30.0,20.0,20.0,12000.0,0.08333333333333333
jhpvWtvS6Gzh,toys,850.0,16.0,11.0,37.0,6512.0,0.13052825552825553
6qKqv9UGYWcp,kitchen_dining_laundry_garden_furniture,6550.0,21.0,41.0,31.0,26691.0,0.24540107152223595
9JG1dTZZ4KHc,toys,500.0,25.0,6.0,16.0,2400.0,0.20833333333333334
ZPFXHjrX3b8r,toys,1800.0,66.0,7.0,38.0,17556.0,0.10252904989747096
pqPdcT7BTZhp,toys,187.0,21.0,16.0,17.0,5712.0,0.03273809523809524
OAxXUH5pa2yN,toys,1950.0,96.0,5.0,45.0,21600.0,0.09027777777777778
irDhF02s7Znq,toys,800.0,46.0,10.0,32.0,14720.0,0.05434782608695652
QeIdlsxUCZ2H,toys,300.0,16.0,11.0,11.0,1936.0,0.15495867768595042
MJ77jyTmMIRj,toys,1037.0,25.0,24.0,20.0,12000.0,0.08641666666666667
F3CLDGFOYeL4,toys,253.0,16.0,11.0,13.0,2288.0,0.11057692307692307
4FKBppoelr28,toys,8950.0,60.0,32.0,28.0,53760.0,0.16648065476190477
D27O4DNJArni,toys,281.0,17.0,9.0,13.0,1989.0,0.1412770236299648
6Nxbi4LSZxEC,toys,5300.0,20.0,45.0,35.0,31500.0,0.16825396825396827
wZpHM5JkXAiW,toys,6250.0,48.0,22.0,15.0,15840.0,0.39457070707070707
f40MNdiYZDwd,toys,267.0,17.0,14.0,16.0,3808.0,0.0701155462184874
D7OeHeIrEHpw,toys,350.0,18.0,9.0,14.0,2268.0,0.15432098765432098
fzSHRT7wfD1T,toys,8325.0,43.0,14.0,33.0,19866.0,0.41905768649954694
J4psJg89o5Xu,toys,700.0,20.0,20.0,20.0,8000.0,0.0875
QdxoS957WDuj,toys,8000.0,60.0,20.0,29.0,34800.0,0.22988505747126436
1fFwMSMeTF7x,toys,350.0,28.0,10.0,37.0,10360.0,0.033783783783783786
C85k9nwWOAGb,bed_bath_table,800.0,16.0,10.0,16.0,2560.0,0.3125
6wBEsIRXaauw,toys,1700.0,35.0,60.0,40.0,84000.0,0.02023809523809524
bTgKJgPaFpiU,toys,250.0,23.0,28.0,23.0,14812.0,0.016878206859303267
pp74daOZyFWf,toys,1650.0,38.0,26.0,26.0,25688.0,0.06423232637807537
7waMs5p8DbCz,electronics,100.0,18.0,20.0,16.0,5760.0,0.017361111111111112
RfSb1XxIdnmi,toys,1450.0,55.0,14.0,43.0,33110.0,0.04379341588643914
ulWoT2pkRSPm,housewares,5300.0,30.0,35.0,30.0,31500.0,0.16825396825396827
srtPY7nor0EX,toys,500.0,16.0,10.0,16.0,2560.0,0.1953125
WnBEJbfxQ5tM,pet_shop,9000.0,33.0,30.0,44.0,43560.0,0.2066115702479339
M2jLBJPlMKAU,toys,240.0,13.0,12.0,14.0,2184.0,0.10989010989010989
lEbztyM7TVHG,cool_stuff,1400.0,18.0,9.0,27.0,4374.0,0.3200731595793324
VFl6pnWtcUDg,toys,983.0,24.0,15.0,17.0,6120.0,0.16062091503267975
